Time Stamp,Sensor Value
2025-03-15T16:01:37.221278+05:30,Sensor Value: 173
2025-03-15T16:01:39.224738+05:30,Sensor Value: 175
2025-03-15T16:01:41.222689+05:30,Sensor Value: 174
2025-03-15T16:01:43.225115+05:30,Sensor Value: 175
2025-03-15T16:01:45.230647+05:30,Sensor Value: 173
2025-03-15T16:01:47.231946+05:30,Sensor Value: 173
2025-03-15T16:01:49.229102+05:30,Sensor Value: 172
2025-03-15T16:01:51.232296+05:30,Sensor Value: 173
2025-03-15T16:01:53.239299+05:30,Sensor Value: 173
2025-03-15T16:01:55.239885+05:30,Sensor Value: 172
2025-03-15T16:01:57.239243+05:30,Sensor Value: 172
2025-03-15T16:01:59.245553+05:30,Sensor Value: 172
2025-03-15T16:02:01.240990+05:30,Sensor Value: 173
2025-03-15T16:02:03.241249+05:30,Sensor Value: 173
2025-03-15T16:02:05.249411+05:30,Sensor Value: 174
2025-03-15T16:02:07.244133+05:30,Sensor Value: 173
2025-03-15T16:02:09.250951+05:30,Sensor Value: 173
2025-03-15T16:02:11.253483+05:30,Sensor Value: 173
2025-03-15T16:02:13.250055+05:30,Sensor Value: 172
2025-03-15T16:02:15.250729+05:30,Sensor Value: 171
2025-03-15T16:02:17.251108+05:30,Sensor Value: 170
2025-03-15T16:02:19.256341+05:30,Sensor Value: 171
2025-03-15T16:02:21.255150+05:30,Sensor Value: 171
2025-03-15T16:02:23.260517+05:30,Sensor Value: 171
2025-03-15T16:02:25.258837+05:30,Sensor Value: 171
2025-03-15T16:02:27.265713+05:30,Sensor Value: 171
2025-03-15T16:02:29.265528+05:30,Sensor Value: 171
2025-03-15T16:02:31.270028+05:30,Sensor Value: 171
2025-03-15T16:02:33.269404+05:30,Sensor Value: 171
2025-03-15T16:02:35.272184+05:30,Sensor Value: 172
2025-03-15T16:02:37.269246+05:30,Sensor Value: 171
2025-03-15T16:02:39.275592+05:30,Sensor Value: 170
2025-03-15T16:02:41.275936+05:30,Sensor Value: 170
2025-03-15T16:02:43.273774+05:30,Sensor Value: 168
2025-03-15T16:02:45.281677+05:30,Sensor Value: 167
2025-03-15T16:02:47.277596+05:30,Sensor Value: 169
2025-03-15T16:02:49.283822+05:30,Sensor Value: 168
2025-03-15T16:02:51.279920+05:30,Sensor Value: 169
2025-03-15T16:02:53.288137+05:30,Sensor Value: 169
2025-03-15T16:02:55.284197+05:30,Sensor Value: 169
2025-03-15T16:02:57.283330+05:30,Sensor Value: 170
2025-03-15T16:02:59.291065+05:30,Sensor Value: 170
2025-03-15T16:03:01.292379+05:30,Sensor Value: 170
2025-03-15T16:03:03.296137+05:30,Sensor Value: 169
2025-03-15T16:03:05.299828+05:30,Sensor Value: 168
2025-03-15T16:03:07.299934+05:30,Sensor Value: 168
2025-03-15T16:03:09.304087+05:30,Sensor Value: 167
2025-03-15T16:03:11.303076+05:30,Sensor Value: 166
2025-03-15T16:03:13.306470+05:30,Sensor Value: 166
2025-03-15T16:03:15.308457+05:30,Sensor Value: 166
2025-03-15T16:03:17.309498+05:30,Sensor Value: 167
2025-03-15T16:03:19.305082+05:30,Sensor Value: 167
2025-03-15T16:03:21.314030+05:30,Sensor Value: 168
2025-03-15T16:03:23.309070+05:30,Sensor Value: 169
2025-03-15T16:03:25.310405+05:30,Sensor Value: 169
2025-03-15T16:03:27.312093+05:30,Sensor Value: 169
2025-03-15T16:03:29.320962+05:30,Sensor Value: 168
2025-03-15T16:03:31.323488+05:30,Sensor Value: 163
2025-03-15T16:03:33.323941+05:30,Sensor Value: 162
2025-03-15T16:03:35.322353+05:30,Sensor Value: 163
2025-03-15T16:03:37.318303+05:30,Sensor Value: 163
2025-03-15T16:03:39.327568+05:30,Sensor Value: 164
2025-03-15T16:03:41.326739+05:30,Sensor Value: 165
2025-03-15T16:03:43.331147+05:30,Sensor Value: 165
2025-03-15T16:03:45.328140+05:30,Sensor Value: 165
2025-03-15T16:03:47.333389+05:30,Sensor Value: 165
2025-03-15T16:03:49.338671+05:30,Sensor Value: 165
2025-03-15T16:03:51.335587+05:30,Sensor Value: 164
2025-03-15T16:03:53.334591+05:30,Sensor Value: 164
2025-03-15T16:03:55.338517+05:30,Sensor Value: 163
2025-03-15T16:03:57.343286+05:30,Sensor Value: 161
2025-03-15T16:03:59.344194+05:30,Sensor Value: 161
2025-03-15T16:04:01.340937+05:30,Sensor Value: 162
2025-03-15T16:04:03.343393+05:30,Sensor Value: 163
2025-03-15T16:04:05.353164+05:30,Sensor Value: 164
2025-03-15T16:04:07.351067+05:30,Sensor Value: 165
2025-03-15T16:04:09.350558+05:30,Sensor Value: 165
2025-03-15T16:04:11.355426+05:30,Sensor Value: 164
2025-03-15T16:04:13.354579+05:30,Sensor Value: 163
2025-03-15T16:04:15.355253+05:30,Sensor Value: 163
2025-03-15T16:04:17.359277+05:30,Sensor Value: 162
2025-03-15T16:04:19.366708+05:30,Sensor Value: 162
2025-03-15T16:04:21.369536+05:30,Sensor Value: 162
2025-03-15T16:04:23.362158+05:30,Sensor Value: 162
2025-03-15T16:04:25.372254+05:30,Sensor Value: 163
2025-03-15T16:04:27.369266+05:30,Sensor Value: 165
2025-03-15T16:04:29.367837+05:30,Sensor Value: 166
2025-03-15T16:04:31.370210+05:30,Sensor Value: 166
2025-03-15T16:04:33.375297+05:30,Sensor Value: 164
2025-03-15T16:04:35.374789+05:30,Sensor Value: 164
2025-03-15T16:04:37.374187+05:30,Sensor Value: 162
2025-03-15T16:04:39.380259+05:30,Sensor Value: 169
2025-03-15T16:04:41.380606+05:30,Sensor Value: 1023
2025-03-15T16:04:43.386008+05:30,Sensor Value: 1023
2025-03-15T16:04:45.381608+05:30,Sensor Value: 1023
2025-03-15T16:04:47.385396+05:30,Sensor Value: 1023
2025-03-15T16:04:49.387628+05:30,Sensor Value: 1023
2025-03-15T16:04:51.388295+05:30,Sensor Value: 1023
2025-03-15T16:04:53.390781+05:30,Sensor Value: 1023
2025-03-15T16:04:55.392940+05:30,Sensor Value: 1023
2025-03-15T16:04:57.396582+05:30,Sensor Value: 1023
2025-03-15T16:04:59.393575+05:30,Sensor Value: 1023
2025-03-15T16:05:01.396169+05:30,Sensor Value: 941
2025-03-15T16:05:03.404810+05:30,Sensor Value: 806
2025-03-15T16:05:05.405213+05:30,Sensor Value: 658
2025-03-15T16:05:07.410099+05:30,Sensor Value: 550
2025-03-15T16:05:09.404230+05:30,Sensor Value: 461
2025-03-15T16:05:11.402547+05:30,Sensor Value: 393
2025-03-15T16:05:13.413938+05:30,Sensor Value: 352
2025-03-15T16:05:15.409747+05:30,Sensor Value: 324
2025-03-15T16:05:17.410763+05:30,Sensor Value: 310
2025-03-15T16:05:19.418984+05:30,Sensor Value: 300
2025-03-15T16:05:21.421467+05:30,Sensor Value: 294
2025-03-15T16:05:23.415663+05:30,Sensor Value: 290
2025-03-15T16:05:25.423957+05:30,Sensor Value: 292
2025-03-15T16:05:27.423725+05:30,Sensor Value: 290
2025-03-15T16:05:29.424067+05:30,Sensor Value: 290
2025-03-15T16:05:31.423007+05:30,Sensor Value: 290
2025-03-15T16:05:33.428461+05:30,Sensor Value: 291
2025-03-15T16:05:35.432710+05:30,Sensor Value: 290
2025-03-15T16:05:37.429085+05:30,Sensor Value: 291
2025-03-15T16:05:39.430434+05:30,Sensor Value: 290
2025-03-15T16:05:41.429773+05:30,Sensor Value: 290
2025-03-15T16:05:43.436839+05:30,Sensor Value: 290
2025-03-15T16:05:45.439867+05:30,Sensor Value: 290
2025-03-15T16:05:47.442367+05:30,Sensor Value: 290
2025-03-15T16:05:49.442007+05:30,Sensor Value: 290
2025-03-15T16:05:51.439887+05:30,Sensor Value: 291
2025-03-15T16:05:53.452329+05:30,Sensor Value: 291
2025-03-15T16:05:55.450907+05:30,Sensor Value: 291
2025-03-15T16:05:57.449482+05:30,Sensor Value: 290
2025-03-15T16:05:59.453469+05:30,Sensor Value: 291
2025-03-15T16:06:01.461662+05:30,Sensor Value: 291
2025-03-15T16:06:03.457646+05:30,Sensor Value: 290
2025-03-15T16:06:05.461733+05:30,Sensor Value: 291
2025-03-15T16:06:07.464079+05:30,Sensor Value: 291
2025-03-15T16:06:09.457684+05:30,Sensor Value: 291
2025-03-15T16:06:11.462517+05:30,Sensor Value: 290
2025-03-15T16:06:13.462241+05:30,Sensor Value: 291
2025-03-15T16:06:15.463873+05:30,Sensor Value: 291
2025-03-15T16:06:17.465102+05:30,Sensor Value: 290
2025-03-15T16:06:19.473588+05:30,Sensor Value: 290
2025-03-15T16:06:21.470120+05:30,Sensor Value: 290
2025-03-15T16:06:23.473617+05:30,Sensor Value: 291
2025-03-15T16:06:25.476381+05:30,Sensor Value: 289
2025-03-15T16:06:27.475222+05:30,Sensor Value: 290
2025-03-15T16:06:29.482845+05:30,Sensor Value: 290
2025-03-15T16:06:31.483937+05:30,Sensor Value: 291
2025-03-15T16:06:33.482587+05:30,Sensor Value: 291
2025-03-15T16:06:35.486228+05:30,Sensor Value: 291
2025-03-15T16:06:37.490137+05:30,Sensor Value: 291
2025-03-15T16:06:39.490614+05:30,Sensor Value: 290
2025-03-15T16:06:41.487575+05:30,Sensor Value: 291
2025-03-15T16:06:43.487837+05:30,Sensor Value: 291
2025-03-15T16:06:45.490447+05:30,Sensor Value: 291
2025-03-15T16:06:47.494092+05:30,Sensor Value: 290
2025-03-15T16:06:49.500666+05:30,Sensor Value: 291
2025-03-15T16:06:51.503687+05:30,Sensor Value: 291
2025-03-15T16:06:53.502226+05:30,Sensor Value: 291
2025-03-15T16:06:55.507683+05:30,Sensor Value: 291
2025-03-15T16:06:57.504083+05:30,Sensor Value: 291
2025-03-15T16:06:59.502112+05:30,Sensor Value: 291
2025-03-15T16:07:01.508106+05:30,Sensor Value: 291
2025-03-15T16:07:03.511537+05:30,Sensor Value: 290
2025-03-15T16:07:05.516003+05:30,Sensor Value: 291
2025-03-15T16:07:07.516291+05:30,Sensor Value: 197
2025-03-15T16:07:09.512983+05:30,Sensor Value: 209
2025-03-15T16:07:11.521140+05:30,Sensor Value: 200
2025-03-15T16:07:13.517845+05:30,Sensor Value: 187
2025-03-15T16:07:15.518136+05:30,Sensor Value: 181
2025-03-15T16:07:17.528003+05:30,Sensor Value: 175
2025-03-15T16:07:19.528673+05:30,Sensor Value: 173
2025-03-15T16:07:21.525301+05:30,Sensor Value: 169
2025-03-15T16:07:23.531676+05:30,Sensor Value: 167
2025-03-15T16:07:25.533077+05:30,Sensor Value: 164
2025-03-15T16:07:27.530376+05:30,Sensor Value: 163
2025-03-15T16:07:29.536629+05:30,Sensor Value: 163
2025-03-15T16:07:31.534449+05:30,Sensor Value: 161
2025-03-15T16:07:33.542539+05:30,Sensor Value: 161
2025-03-15T16:07:35.543008+05:30,Sensor Value: 162
2025-03-15T16:07:37.545078+05:30,Sensor Value: 161
2025-03-15T16:07:39.543837+05:30,Sensor Value: 162
2025-03-15T16:07:41.546640+05:30,Sensor Value: 161
2025-03-15T16:07:43.549123+05:30,Sensor Value: 161
2025-03-15T16:07:45.553593+05:30,Sensor Value: 163
2025-03-15T16:07:47.549383+05:30,Sensor Value: 160
2025-03-15T16:07:49.554450+05:30,Sensor Value: 158
2025-03-15T16:07:51.557837+05:30,Sensor Value: 159
2025-03-15T16:07:53.563294+05:30,Sensor Value: 156
2025-03-15T16:07:55.559439+05:30,Sensor Value: 158
2025-03-15T16:07:57.559382+05:30,Sensor Value: 158
2025-03-15T16:07:59.560888+05:30,Sensor Value: 158
2025-03-15T16:08:01.562631+05:30,Sensor Value: 159
2025-03-15T16:08:03.573029+05:30,Sensor Value: 159
2025-03-15T16:08:05.572898+05:30,Sensor Value: 159
2025-03-15T16:08:07.573196+05:30,Sensor Value: 159
2025-03-15T16:08:09.567911+05:30,Sensor Value: 158
2025-03-15T16:08:11.577022+05:30,Sensor Value: 157
2025-03-15T16:08:13.573965+05:30,Sensor Value: 158
2025-03-15T16:08:15.583036+05:30,Sensor Value: 156
2025-03-15T16:08:17.581539+05:30,Sensor Value: 157
2025-03-15T16:08:19.580314+05:30,Sensor Value: 158
2025-03-15T16:08:21.581705+05:30,Sensor Value: 157
2025-03-15T16:08:23.589238+05:30,Sensor Value: 156
2025-03-15T16:08:25.586770+05:30,Sensor Value: 156
2025-03-15T16:08:27.593550+05:30,Sensor Value: 156
2025-03-15T16:08:29.590796+05:30,Sensor Value: 157
2025-03-15T16:08:31.591553+05:30,Sensor Value: 157
2025-03-15T16:08:33.594035+05:30,Sensor Value: 159
2025-03-15T16:08:35.595394+05:30,Sensor Value: 157
2025-03-15T16:08:37.601177+05:30,Sensor Value: 156
2025-03-15T16:08:39.606164+05:30,Sensor Value: 156
2025-03-15T16:08:41.607197+05:30,Sensor Value: 155
2025-03-15T16:08:43.603874+05:30,Sensor Value: 155
2025-03-15T16:08:45.606237+05:30,Sensor Value: 156
2025-03-15T16:08:47.609294+05:30,Sensor Value: 155
2025-03-15T16:08:49.611711+05:30,Sensor Value: 156
2025-03-15T16:08:51.615878+05:30,Sensor Value: 156
2025-03-15T16:08:53.611895+05:30,Sensor Value: 156
2025-03-15T16:08:55.615965+05:30,Sensor Value: 156
2025-03-15T16:08:57.617412+05:30,Sensor Value: 155
2025-03-15T16:08:59.620213+05:30,Sensor Value: 156
2025-03-15T16:09:01.622289+05:30,Sensor Value: 155
2025-03-15T16:09:03.626764+05:30,Sensor Value: 154
2025-03-15T16:09:05.631709+05:30,Sensor Value: 153
2025-03-15T16:09:07.632412+05:30,Sensor Value: 153
2025-03-15T16:09:09.632363+05:30,Sensor Value: 152
2025-03-15T16:09:11.630167+05:30,Sensor Value: 153
2025-03-15T16:09:13.631500+05:30,Sensor Value: 153
2025-03-15T16:09:15.639816+05:30,Sensor Value: 154
2025-03-15T16:09:17.636291+05:30,Sensor Value: 155
2025-03-15T16:09:19.641514+05:30,Sensor Value: 153
2025-03-15T16:09:21.641276+05:30,Sensor Value: 153
2025-03-15T16:09:23.644958+05:30,Sensor Value: 153
2025-03-15T16:09:25.646580+05:30,Sensor Value: 152
2025-03-15T16:09:27.645367+05:30,Sensor Value: 153
2025-03-15T16:09:29.645556+05:30,Sensor Value: 152
2025-03-15T16:09:31.648084+05:30,Sensor Value: 153
2025-03-15T16:09:33.649991+05:30,Sensor Value: 153
2025-03-15T16:09:35.657128+05:30,Sensor Value: 153
2025-03-15T16:09:37.657813+05:30,Sensor Value: 153
2025-03-15T16:09:39.659305+05:30,Sensor Value: 153
2025-03-15T16:09:41.661704+05:30,Sensor Value: 153
2025-03-15T16:09:43.665767+05:30,Sensor Value: 152
2025-03-15T16:09:45.663908+05:30,Sensor Value: 152
2025-03-15T16:09:47.662615+05:30,Sensor Value: 152
2025-03-15T16:09:49.671253+05:30,Sensor Value: 152
2025-03-15T16:09:51.667378+05:30,Sensor Value: 153
2025-03-15T16:09:53.677381+05:30,Sensor Value: 153
2025-03-15T16:09:55.671416+05:30,Sensor Value: 153
2025-03-15T16:09:57.672940+05:30,Sensor Value: 152
2025-03-15T16:09:59.680159+05:30,Sensor Value: 152
2025-03-15T16:10:01.679490+05:30,Sensor Value: 151
2025-03-15T16:10:03.677937+05:30,Sensor Value: 150
2025-03-15T16:10:05.679248+05:30,Sensor Value: 150
2025-03-15T16:10:07.688320+05:30,Sensor Value: 152
2025-03-15T16:10:09.683367+05:30,Sensor Value: 152
2025-03-15T16:10:11.685641+05:30,Sensor Value: 154
2025-03-15T16:10:13.687462+05:30,Sensor Value: 155
2025-03-15T16:10:15.694180+05:30,Sensor Value: 156
2025-03-15T16:10:17.694044+05:30,Sensor Value: 156
2025-03-15T16:10:19.693178+05:30,Sensor Value: 155
2025-03-15T16:10:21.696860+05:30,Sensor Value: 155
2025-03-15T16:10:23.696231+05:30,Sensor Value: 154
2025-03-15T16:10:25.704073+05:30,Sensor Value: 154
2025-03-15T16:10:27.705083+05:30,Sensor Value: 154
2025-03-15T16:10:29.702948+05:30,Sensor Value: 153
2025-03-15T16:10:31.707082+05:30,Sensor Value: 153
2025-03-15T16:10:33.705976+05:30,Sensor Value: 153
2025-03-15T16:10:35.712575+05:30,Sensor Value: 153
2025-03-15T16:10:37.707975+05:30,Sensor Value: 153
2025-03-15T16:10:39.713706+05:30,Sensor Value: 153
2025-03-15T16:10:41.713640+05:30,Sensor Value: 154
2025-03-15T16:10:43.722241+05:30,Sensor Value: 153
2025-03-15T16:10:45.721937+05:30,Sensor Value: 152
2025-03-15T16:10:47.720499+05:30,Sensor Value: 152
2025-03-15T16:10:49.722693+05:30,Sensor Value: 152
2025-03-15T16:10:51.726308+05:30,Sensor Value: 151
2025-03-15T16:10:53.727986+05:30,Sensor Value: 150
2025-03-15T16:10:55.726028+05:30,Sensor Value: 152
2025-03-15T16:10:57.728782+05:30,Sensor Value: 152
2025-03-15T16:10:59.728999+05:30,Sensor Value: 151
2025-03-15T16:11:01.738019+05:30,Sensor Value: 151
2025-03-15T16:11:03.738418+05:30,Sensor Value: 152
2025-03-15T16:11:05.736325+05:30,Sensor Value: 151
2025-03-15T16:11:07.742141+05:30,Sensor Value: 151
2025-03-15T16:11:09.744369+05:30,Sensor Value: 149
2025-03-15T16:11:11.741328+05:30,Sensor Value: 148
2025-03-15T16:11:13.748609+05:30,Sensor Value: 148
2025-03-15T16:11:15.753227+05:30,Sensor Value: 150
2025-03-15T16:11:17.754200+05:30,Sensor Value: 150
2025-03-15T16:11:19.751895+05:30,Sensor Value: 150
2025-03-15T16:11:21.750108+05:30,Sensor Value: 150
2025-03-15T16:11:23.756031+05:30,Sensor Value: 150
2025-03-15T16:11:25.759113+05:30,Sensor Value: 150
2025-03-15T16:11:27.758987+05:30,Sensor Value: 150
2025-03-15T16:11:29.764747+05:30,Sensor Value: 149
2025-03-15T16:11:31.759087+05:30,Sensor Value: 149
2025-03-15T16:11:33.765911+05:30,Sensor Value: 149
2025-03-15T16:11:35.769847+05:30,Sensor Value: 147
2025-03-15T16:11:37.770704+05:30,Sensor Value: 147
2025-03-15T16:11:39.767112+05:30,Sensor Value: 147
2025-03-15T16:11:41.769207+05:30,Sensor Value: 148
2025-03-15T16:11:43.774221+05:30,Sensor Value: 149
2025-03-15T16:11:45.776444+05:30,Sensor Value: 149
2025-03-15T16:11:47.779232+05:30,Sensor Value: 150
2025-03-15T16:11:49.777248+05:30,Sensor Value: 160
2025-03-15T16:11:51.781854+05:30,Sensor Value: 163
2025-03-15T16:11:53.788242+05:30,Sensor Value: 168
2025-03-15T16:11:55.790863+05:30,Sensor Value: 188
2025-03-15T16:11:57.787841+05:30,Sensor Value: 198
2025-03-15T16:11:59.786593+05:30,Sensor Value: 199
2025-03-15T16:12:01.792437+05:30,Sensor Value: 197
2025-03-15T16:12:03.789356+05:30,Sensor Value: 197
2025-03-15T16:12:05.792061+05:30,Sensor Value: 192
2025-03-15T16:12:07.795905+05:30,Sensor Value: 187
2025-03-15T16:12:09.802793+05:30,Sensor Value: 184
2025-03-15T16:12:11.802369+05:30,Sensor Value: 180
2025-03-15T16:12:13.799613+05:30,Sensor Value: 176
2025-03-15T16:12:15.801251+05:30,Sensor Value: 176
2025-03-15T16:12:17.810972+05:30,Sensor Value: 174
2025-03-15T16:12:19.809616+05:30,Sensor Value: 172
2025-03-15T16:12:21.810050+05:30,Sensor Value: 170
2025-03-15T16:12:23.808774+05:30,Sensor Value: 170
2025-03-15T16:12:25.817075+05:30,Sensor Value: 169
2025-03-15T16:12:27.812270+05:30,Sensor Value: 168
2025-03-15T16:12:29.814244+05:30,Sensor Value: 167
2025-03-15T16:12:31.821598+05:30,Sensor Value: 166
2025-03-15T16:12:33.823433+05:30,Sensor Value: 164
2025-03-15T16:12:35.821027+05:30,Sensor Value: 164
2025-03-15T16:12:37.824229+05:30,Sensor Value: 162
2025-03-15T16:12:39.824105+05:30,Sensor Value: 159
2025-03-15T16:12:41.824951+05:30,Sensor Value: 160
2025-03-15T16:12:43.827417+05:30,Sensor Value: 161
2025-03-15T16:12:45.836331+05:30,Sensor Value: 165
2025-03-15T16:12:47.837188+05:30,Sensor Value: 165
2025-03-15T16:12:49.838239+05:30,Sensor Value: 164
2025-03-15T16:12:51.832306+05:30,Sensor Value: 163
2025-03-15T16:12:53.838239+05:30,Sensor Value: 161
2025-03-15T16:12:55.845547+05:30,Sensor Value: 160
2025-03-15T16:12:57.840997+05:30,Sensor Value: 158
2025-03-15T16:12:59.842663+05:30,Sensor Value: 157
2025-03-15T16:13:01.844960+05:30,Sensor Value: 157
2025-03-15T16:13:03.849273+05:30,Sensor Value: 158
2025-03-15T16:13:05.847587+05:30,Sensor Value: 158
2025-03-15T16:13:07.850226+05:30,Sensor Value: 158
2025-03-15T16:13:09.855698+05:30,Sensor Value: 158
2025-03-15T16:13:11.852498+05:30,Sensor Value: 159
